director_name,director_facebook_likes
Tom Tykwer,670.0
John Carpenter,0.0
,
Brad Bird,663.0
Wes Anderson,0.0
Gary Ross,378.0
Alan Parker,317.0
Stephen Herek,65.0
Jaume Collet-Serra,174.0
David Cronenberg,0.0
John Stockwell,134.0
Luc Besson,0.0
David Gordon Green,234.0
Jim Sheridan,260.0
Costa-Gavras,333.0
Patrick Read Johnson,32.0
Roland Joffé,596.0
Doug Liman,218.0
,
Tony Scott,12000.0
William Friedkin,607.0
Mark Neveldine,83.0
Richard LaGravenese,98.0
Danny DeVito,0.0
Ben Stiller,0.0
George Armitage,5.0
Mike Nichols,0.0
Patrick Lussier,71.0
Andrzej Bartkowiak,43.0
James Wong,70.0
,
Renny Harlin,212.0
Richard Curtis,628.0
Steven Soderbergh,0.0
Steven Spielberg,14000.0
Joe Wright,456.0
Neill Blomkamp,662.0
Phillip Noyce,176.0
David Fincher,21000.0
Chuck Bowman,42.0
David O. Russell,737.0
Daniel Espinosa,79.0
Jerry Zucker,109.0
Iain Softley,34.0
James Mangold,446.0
Harold Ramis,11000.0
Francis Ford Coppola,0.0
James Mangold,446.0
Olivier Megaton,118.0
Steven Soderbergh,0.0
Ben Stiller,0.0
Deepa Mehta,375.0
Warren Beatty,631.0
John McTiernan,323.0
Penny Marshall,545.0
Ted Kotcheff,270.0
Andrei Tarkovsky,0.0
Paul Bolger,0.0
Stephen Frears,350.0
P.J. Hogan,29.0
Joe Roth,148.0
Christopher Nolan,22000.0
Jonathan Frakes,906.0
Jimmy Hayward,39.0
Edward Zwick,380.0
Tom Shadyac,293.0
Brad Furman,65.0
Terence Young,92.0
Brian Levant,32.0
Olivier Megaton,118.0
David Zucker,119.0
Donald Petrie,80.0
Eric Brevig,40.0
Garry Marshall,0.0
Alan J. Pakula,79.0
Joel Schumacher,541.0
Rob Reiner,0.0
Phillip Noyce,176.0
Robert Luketic,126.0
Denis Villeneuve,777.0
Antoine Fuqua,845.0
Dean Parisot,23.0
Keenen Ivory Wayans,322.0
James Bobin,33.0
Stephen Norrington,45.0
Thomas Carter,49.0
Roger Michell,50.0
Luis Llosa,49.0
David McNally,18.0
Richard Curtis,628.0
John Lasseter,487.0
Albert Hughes,117.0
Luis Llosa,49.0
Ron Shelton,41.0
Melville Shavelson,5.0
Jesse Dylan,58.0
Garth Jennings,37.0
Joel Zwick,38.0
Russell Mulcahy,85.0
Frank Coraci,153.0
Wayne Wang,61.0
Curtis Hanson,161.0
Frank Oz,0.0
Oliver Stone,0.0
David R. Ellis,160.0
Peter Howitt,29.0
John A. Davis,8.0
David Lynch,0.0
Julie Taymor,278.0
Sam Mendes,0.0
Richard Donner,503.0
Mathieu Kassovitz,326.0
John Gray,29.0
Harold Ramis,11000.0
John Schultz,13.0
Sean Penn,0.0
Susan Stroman,38.0
Pete Travis,38.0
Simon Wincer,23.0
Billy Bob Thornton,0.0
Oliver Stone,0.0
Roman Polanski,2000.0
Stephen Sommers,208.0
Spike Lee,0.0
Yimou Zhang,611.0
Danny Pang,15.0
Barry Sonnenfeld,188.0
Mike Newell,179.0
,
George P. Cosmatos,170.0
Oliver Parker,32.0
Lawrence Kasanoff,11.0
Ben Affleck,0.0
Andrew Davis,99.0
Andy Tennant,72.0
Barry Levinson,272.0
George P. Cosmatos,170.0
Brian Gibson,13.0
Norman Ferguson,3.0
Michael Cimino,517.0
Len Wiseman,235.0
Paul McGuigan,118.0
Gus Van Sant,835.0
Betty Thomas,84.0
Louis Leterrier,255.0
Roger Kumble,16.0
Sydney Pollack,521.0
Burr Steers,23.0
Simon West,165.0
Phil Lord,97.0
Roger Michell,50.0
Peter Lord,91.0
John Hamburg,29.0
Reginald Hudlin,71.0
Paul Feig,176.0
Joseph L. Mankiewicz,311.0
Frank Coraci,153.0
Carl Franklin,73.0
Barbra Streisand,0.0
Mark Pellington,89.0
Larry Charles,119.0
John Glen,46.0
Catherine Hardwicke,308.0
John Herzfeld,17.0
Annabel Jankel,5.0
Andrew Niccol,487.0
Yimou Zhang,611.0
Julie Anne Robinson,30.0
Evan Goldberg,133.0
Sngmoo Lee,19.0
,
Jean-Pierre Jeunet,0.0
Curtis Hanson,161.0
Jamel Debbouze,326.0
Brian Helgeland,241.0
Gordon Chan,4.0
M. Night Shyamalan,0.0
Asger Leth,20.0
David Frankel,64.0
John G. Avildsen,80.0
David O. Russell,737.0
Anne Fletcher,98.0
Bruce Beresford,78.0
Robert Zemeckis,0.0
Luc Besson,0.0
Sam Taylor-Johnson,456.0
Robert Rodriguez,0.0
Joel Schumacher,541.0
Shawn Levy,189.0
Peter Berg,532.0
Penny Marshall,545.0
James Wan,0.0
David Fincher,21000.0
Ken Kwapis,42.0
David Zucker,119.0
Wes Craven,0.0
Robert Zemeckis,0.0
Etan Cohen,164.0
Francis Ford Coppola,0.0
Nora Ephron,0.0
Brian Helgeland,241.0
Anthony Minghella,333.0
Bobby Farrelly,101.0
Frank Marshall,155.0
Nancy Meyers,278.0
Tim Story,167.0
Michael Mann,0.0
Taylor Hackford,138.0
Frank Miller,436.0
Pete Travis,38.0
John Hamburg,29.0
Bobby Farrelly,101.0
Oliver Stone,0.0
John Whitesell,14.0
Gore Verbinski,563.0
Angelina Jolie Pitt,11000.0
Burr Steers,23.0
Nick Cassavetes,415.0
David R. Ellis,160.0
Steven Spielberg,14000.0
John Moore,212.0
Nicholas Stoller,89.0
Peter Chelsom,23.0
Joe Dante,287.0
Mark A.Z. Dippé,20.0
Kevin Reynolds,58.0
Brad Furman,65.0
Jaume Collet-Serra,174.0
Christopher Nolan,22000.0
Sean Anders,51.0
Cal Brunker,7.0
Mel Gibson,0.0
John Glen,46.0
Nimród Antal,190.0
Ivan Reitman,425.0
David Koepp,192.0
Alejandro Agresti,18.0
Iain Softley,34.0
Peter Hedges,54.0
Paul Weiland,10.0
Clint Eastwood,16000.0
Francis Ford Coppola,0.0
Mathieu Kassovitz,326.0
Steven Spielberg,14000.0
John McTiernan,323.0
Colin Strause,25.0
Donald Petrie,80.0
Joan Chen,643.0
Marc Lawrence,30.0
Greg Mottola,99.0
Anne Fletcher,98.0
Wes Craven,0.0
Joel Schumacher,541.0
Oliver Stone,0.0
Jake Kasdan,52.0
Diane Keaton,0.0
Steven Quale,77.0
Kelly Makin,6.0
Mimi Leder,75.0
Bobby Farrelly,101.0
,
Steven Brill,65.0
Seth MacFarlane,3000.0
Russell Mulcahy,85.0
Stephen Daldry,335.0
Roger Michell,50.0
Jim Sheridan,260.0
Christian Duguay,18.0
Chris Columbus,0.0
Chuck Russell,55.0
Sam Weisman,39.0
John Frankenheimer,287.0
Peter Hyams,0.0
Justin Chadwick,56.0
Pat O'Connor,7.0
Stephen Hopkins,81.0
Martin Scorsese,17000.0
Penny Marshall,545.0
Olivier Megaton,118.0
Frederik Du Chau,7.0
Michael Caton-Jones,105.0
Irwin Winkler,34.0
Joseph Kahn,33.0
Harold Becker,17.0
Paul Verhoeven,719.0
Sofia Coppola,0.0
Barbet Schroeder,58.0
Stephen Kay,19.0
J.A. Bayona,171.0
Elaine May,124.0
Wes Anderson,0.0
Stephen Herek,65.0
John Carpenter,0.0
Jean-Pierre Jeunet,0.0
Dennie Gordon,29.0
Charles Shyer,14.0
Ken Kwapis,42.0
Ulu Grosbard,22.0
William Malone,37.0
Paul Weitz,80.0
Paul McGuigan,118.0
Danny DeVito,0.0
Malcolm D. Lee,92.0
Jerry Jameson,5.0
Mic Rodgers,7.0
Christian Alvart,22.0
Gary Fleder,39.0
Christian Duguay,18.0
Jean-Marie Poiré,8.0
Danny Boyle,0.0
Brian Robbins,48.0
Marc F. Adler,0.0
Pierre Morel,180.0
Geoffrey Sax,13.0
D.J. Caruso,154.0
Iain Softley,34.0
Richard Shepard,47.0
Joel Coen,0.0
Peter Ho-Sun Chan,31.0
Sergey Bodrov,44.0
Joon-ho Bong,584.0
Bibo Bergeron,10.0
Jeff Nathanson,23.0
Alex Proyas,295.0
S.S. Rajamouli,50.0
Robert Schwentke,124.0
Michael Lehmann,36.0
Rob Cohen,357.0
Tim Burton,13000.0
Joss Whedon,0.0
Charles S. Dutton,534.0
Richard Lester,44.0
Peter Segal,88.0
John Woo,610.0
Andy Tennant,72.0
Robert Luketic,126.0
Jonathan Lynn,36.0
Robert Rodriguez,0.0
David Carson,18.0
Kar-Wai Wong,0.0
Francis Lawrence,508.0
,
Yuefeng Song,0.0
Norman Jewison,278.0
Michael Apted,150.0
David Mirkin,7.0
Andy Fickman,99.0
Luis Mandoki,43.0
John Pasquin,11.0
Roman Polanski,2000.0
Michael Apted,150.0
Stephen Herek,65.0
Lee Daniels,304.0
Ridley Scott,0.0
John Carpenter,0.0
David Twohy,123.0
Jeb Stuart,11.0
Steve Miner,49.0
Gil Kenan,27.0
Paul Thomas Anderson,0.0
David Leland,2.0
Gary Fleder,39.0
J Blakeson,5.0
Ryan Coogler,0.0
Ben Affleck,0.0
Kirk Jones,52.0
Ethan Coen,1000.0
Jennifer Flackett,3.0
Ron Howard,2000.0
Paul Thomas Anderson,0.0
Kevin Smith,0.0
Christian Ditter,11.0
Charles Martin Smith,188.0
Catherine Hardwicke,308.0
Nick Cassavetes,415.0
Les Mayfield,10.0
Rawson Marshall Thurber,43.0
Fedor Bondarchuk,35.0
Jonathan Mostow,84.0
Irvin Kershner,883.0
Steve Pink,38.0
Charles Martin Smith,188.0
John Frankenheimer,287.0
F. Gary Gray,473.0
Cameron Crowe,488.0
Rob Reiner,0.0
Scott Hicks,96.0
Mikael Håfström,101.0
Andrew Niccol,487.0
Andrew Bergman,31.0
Kirk De Micco,16.0
Chris Rock,0.0
Todd Phillips,480.0
Wilson Yip,25.0
Jay Roach,116.0
Tim Burton,13000.0
Roland Joffé,596.0
Richard Donner,503.0
John Lee Hancock,102.0
,
Robert Rodriguez,0.0
Seth Gordon,91.0
Ethan Coen,1000.0
David Frankel,64.0
Robert Wise,338.0
Seth Gordon,91.0
Martin Scorsese,17000.0
Robert Luketic,126.0
Judd Apatow,0.0
Kevin Rodney Sullivan,8.0
Anthony Minghella,333.0
Curtis Hanson,161.0
Mike Mitchell,31.0
Frank Oz,0.0
Roger Donaldson,79.0
Wes Craven,0.0
Tarsem Singh,763.0
Randall Wallace,130.0
Randall Wallace,130.0
Kevin Munroe,14.0
Michael Tollin,19.0
Will Gluck,87.0
Nicholas Stoller,89.0
John Lee Hancock,102.0
Spike Lee,0.0
Judd Apatow,0.0
Walt Becker,12.0
Patrick Tatopoulos,148.0
Ken Kwapis,42.0
Dennis Dugan,221.0
Gary David Goldberg,30.0
Mike Newell,179.0
Paul W.S. Anderson,545.0
Tobe Hooper,365.0
Ethan Coen,1000.0
John Moore,212.0
Andrew Niccol,487.0
Alan Poul,16.0
Luke Greenfield,42.0
,
Gil Junger,19.0
Michael Ritchie,23.0
Steven E. de Souza,133.0
Roman Polanski,2000.0
Albert Hughes,117.0
Catherine Hardwicke,308.0
Jaume Collet-Serra,174.0
Mike Nichols,0.0
Clint Eastwood,16000.0
Alexandre Aja,192.0
Michael Rymer,48.0
Stephen Hopkins,81.0
Gregory Hoblit,40.0
Hugh Wilson,37.0
Mike Hodges,24.0
Kevin Smith,0.0
Rob Cohen,357.0
Clint Eastwood,16000.0
Scott Mann,8.0
Susanna White,24.0
Danny DeVito,0.0
Chris Carter,251.0
Tommy O'Haver,13.0
Peter Landesman,15.0
John Singleton,309.0
Gary Chapman,2.0
Curtis Hanson,161.0
Craig Mazin,82.0
Allen Hughes,90.0
Wes Craven,0.0
David Koepp,192.0
Anne Fletcher,98.0
Shekhar Kapur,159.0
Taylor Hackford,138.0
Richard Loncraine,12.0
Roger Kumble,16.0
Kimble Rendall,0.0
Peter Yates,170.0
Robert Redford,0.0
John Milius,468.0
Jake Kasdan,52.0
Lasse Hallström,529.0
Les Mayfield,10.0
Jean-Marc Vallée,212.0
Dominic Sena,57.0
Terrence Malick,0.0
Hark Tsui,85.0
David Ayer,453.0
Brian Helgeland,241.0
Lexi Alexander,189.0
Peter Hewitt,12.0
Robert Zemeckis,0.0
Ronny Yu,31.0
Ridley Scott,0.0
,
Richard Donner,503.0
Taylor Hackford,138.0
Bille August,55.0
Brian De Palma,0.0
Moustapha Akkad,278.0
Jean-Paul Rappeneau,22.0
Ang Lee,0.0
Alejandro G. Iñárritu,0.0
Roland Joffé,596.0
Joachim Rønning,18.0
Tony Kaye,194.0
Wes Ball,47.0
Ken Scott,31.0
Martin Scorsese,17000.0
Darren Aronofsky,0.0
Hugh Johnson,3.0
Simon West,165.0
Hayao Miyazaki,6000.0
George Tillman Jr.,88.0
Rand Ravich,7.0
Hugh Hudson,46.0
Gabriele Muccino,125.0
Justin Chadwick,56.0
Warren Beatty,631.0
Rob Reiner,0.0
Andrzej Bartkowiak,43.0
Raja Gosnell,67.0
Jeremy Degruson,0.0
Chris Gorak,21.0
Scott Speer,35.0
David R. Ellis,160.0
Joe Charbanic,10.0
Jonathan Hensleigh,36.0
Danny Cannon,41.0
Boaz Yakin,132.0
Mike Newell,179.0
Richard Marquand,37.0
Neil Marshall,197.0
Stephen Daldry,335.0
David Wain,136.0
Jon Favreau,4000.0
Jon Turteltaub,226.0
Brian Levant,32.0
Richard Donner,503.0
Jared Hess,100.0
Paul Feig,176.0
Evan Goldberg,133.0
Rupert Wainwright,9.0
George Tillman Jr.,88.0
John Luessenhop,34.0
Justin Zackham,16.0
John Whitesell,14.0
Duncan Jones,0.0
Frank Marshall,155.0
Joel Schumacher,541.0
Jean-Pierre Jeunet,0.0
Steven Spielberg,14000.0
John Gatins,61.0
David Cronenberg,0.0
Louis Leterrier,255.0
Sam Raimi,0.0
Peter Howitt,29.0
Martin Scorsese,17000.0
Miguel Sapochnik,238.0
Hyung-rae Shim,26.0
Norman Jewison,278.0
Don Scardino,35.0
Mark Dindal,10.0
Tim Robbins,0.0
Steven Soderbergh,0.0
Tom Reeve,0.0
Francis Ford Coppola,0.0
Nanette Burstein,8.0
Stephen Herek,65.0
Ariel Vromen,34.0
Sydney Pollack,521.0
Robert Zemeckis,0.0
Lewis Gilbert,43.0
Wes Anderson,0.0
Scott Hicks,96.0
Frank Marshall,155.0
Gregory Hoblit,40.0
Paul Feig,176.0
John Francis Daley,0.0
Barry Sonnenfeld,188.0
Rob Marshall,252.0
Dennis Dugan,221.0
J.B. Rogers,6.0
John Lasseter,487.0
Jan de Bont,101.0
Michael Sucsy,23.0
Tom Vaughan,12.0
Boaz Yakin,132.0
John McTiernan,323.0
Lee Daniels,304.0
Rawson Marshall Thurber,43.0
Barry Sonnenfeld,188.0
Steve Oedekerk,176.0
Garry Marshall,0.0
Hugh Wilson,37.0
David Fincher,21000.0
Neill Blomkamp,662.0
Stephen Hillenburg,47.0
Clint Eastwood,16000.0
Clint Eastwood,16000.0
Harold Ramis,11000.0
Nick Cassavetes,415.0
Anne Fletcher,98.0
Peter Chelsom,23.0
Stig Bergqvist,0.0
Barbra Streisand,0.0
Edward Zwick,380.0
Jason Reitman,655.0
Alexander Payne,729.0
Jonathan Levine,129.0
Rian Johnson,0.0
Chris Weitz,129.0
Chris Noonan,108.0
David Frankel,64.0
Nicholas Stoller,89.0
,
John Singleton,309.0
Michael McCullers,5.0
Forest Whitaker,0.0
Gary Winick,56.0
Steven Brill,65.0
Gary Winick,56.0
Woody Allen,11000.0
Peter Lepeniotis,7.0
Ted Demme,47.0
Luis Mandoki,43.0
William Shatner,0.0
John Schultz,13.0
Peter Segal,88.0
John Glen,46.0
Steve Box,9.0
Richard LaGravenese,98.0
Frederik Du Chau,7.0
Joe Wright,456.0
Gary Winick,56.0
Ridley Scott,0.0
Bobby Farrelly,101.0
Tim Burton,13000.0
James Gartner,0.0
Denis Villeneuve,777.0
Antoine Fuqua,845.0
Sam Raimi,0.0
Lee Toland Krieger,43.0
Tim McCanlies,23.0
Jon M. Chu,209.0
John Stockwell,134.0
Marc Forster,395.0
David Slade,171.0
Drew Goddard,246.0
Jason Friedberg,82.0
Martin Brest,102.0
Paul Michael Glaser,343.0
Frank Oz,0.0
Joe Wright,456.0
,
John R. Leonetti,40.0
Tom Hanks,15000.0
Kimberly Peirce,108.0
Liz Friedlander,3.0
,
Phil Joanou,21.0
Sam Weisman,39.0
Shane Acker,30.0
Steven Soderbergh,0.0
Martha Coolidge,57.0
Stephen J. Anderson,15.0
Troy Miller,14.0
Warren Beatty,631.0
Tate Taylor,150.0
Carl Franklin,73.0
Brett Leonard,32.0
Ivan Reitman,425.0
Scott Derrickson,301.0
Alister Grierson,24.0
Nick Hurran,34.0
Nicholas Stoller,89.0
Charles Stone III,30.0
Paul Haggis,549.0
Kurt Wimmer,110.0
Jean-François Richet,25.0
Antoine Fuqua,845.0
Kevin Hooks,114.0
Ellory Elkayem,11.0
Edward Zwick,380.0
Jon Avnet,50.0
Niki Caro,51.0
Howard Deutch,41.0
Vincenzo Natali,165.0
Willard Huyck,8.0
Gavin O'Connor,149.0
Bruce Hunt,2.0
Rob Reiner,0.0
Paul McGuigan,118.0
Craig Gillespie,44.0
Terrence Malick,0.0
Chris Roberts,38.0
Neil Jordan,277.0
James Wong,70.0
Jee-woon Kim,419.0
Nick Hamm,6.0
Andy Cadiff,3.0
Mike Disa,6.0
Lasse Hallström,529.0
Terry Gilliam,0.0
Richard J. Lewis,12.0
,
Brad Furman,65.0
Peter Howitt,29.0
Edward Zwick,380.0
Sergio Leone,0.0
Niels Arden Oplev,76.0
Michael Radford,53.0
Neil Jordan,277.0
Steve Boyum,9.0
Chris Noonan,108.0
Kaige Chen,45.0
Corey Yuen,23.0
Andrew Dominik,181.0
Li Zhang,0.0
Laurent Tirard,2.0
Simon West,165.0
Marc Forster,395.0
Reinhard Klooss,7.0
Bille August,55.0
Frédéric Auburtin,18.0
Olivier Dahan,61.0
Maksim Fadeev,0.0
Liliana Cavani,59.0
Greg Tiernan,5.0
Elizabeth Banks,0.0
James Mangold,446.0
,
Edward Norton,0.0
Peter Hewitt,12.0
Ron Howard,2000.0
George Clooney,0.0
Reginald Hudlin,71.0
Ben Falcone,265.0
Richard Attenborough,0.0
Lawrence Kasdan,759.0
Don Mancini,64.0
John Maybury,11.0
Ron Clements,63.0
F. Gary Gray,473.0
Steven Spielberg,14000.0
Igor Kovalyov,5.0
Lee Tamahori,93.0
Stephen Frears,350.0
Robert Rodriguez,0.0
John McTiernan,323.0
David Wain,136.0
Adam McKay,285.0
Ang Lee,0.0
Gavin O'Connor,149.0
Zack Snyder,0.0
Adam Shankman,163.0
Shinji Aramaki,21.0
Wes Anderson,0.0
James Mangold,446.0
Jon Turteltaub,226.0
John Glen,46.0
Peter Chelsom,23.0
Peter Hyams,0.0
Ben Stiller,0.0
Lasse Hallström,529.0
Kenny Ortega,197.0
Scott Hicks,96.0
Matthew Vaughn,905.0
Ruben Fleischer,181.0
Patrick Lussier,71.0
Miguel Arteta,44.0
Joe Wright,456.0
Ridley Scott,0.0
Michael Caton-Jones,105.0
McG,368.0
James Gray,115.0
Janusz Kaminski,710.0
Jacques Perrin,63.0
Donald Petrie,80.0
Jay Roach,116.0
Brian Levant,32.0
Michael Ritchie,23.0
John Carpenter,0.0
David Gordon Green,234.0
Burr Steers,23.0
Martin Scorsese,17000.0
Robert B. Weide,53.0
Jeff Wadlow,65.0
Agustín Díaz Yanes,13.0
Camille Delamarre,11.0
John Glen,46.0
Judd Apatow,0.0
Nick Cassavetes,415.0
Malcolm D. Lee,92.0
David Lean,767.0
Richard Eyre,14.0
Gavin Hood,151.0
,
Nicholas Meyer,120.0
Callie Khouri,144.0
Jon Favreau,4000.0
Gary Fleder,39.0
John Landis,644.0
Sanaa Hamri,43.0
Todd Graff,650.0
Chris Weitz,129.0
Steve Miner,49.0
Paul McGuigan,118.0
Philip Kaufman,133.0
Roland Emmerich,776.0
Wolfgang Petersen,249.0
Alex Proyas,295.0
Saul Dibb,10.0
,
Walter Murch,181.0
Richard Linklater,0.0
Christian Alvart,22.0
E. Elias Merhige,54.0
Menno Meyjes,43.0
Robert Rodriguez,0.0
Jodie Foster,0.0
Ronny Yu,31.0
Joel Schumacher,541.0
Renny Harlin,212.0
Barry Levinson,272.0
Norman Jewison,278.0
Kenneth Branagh,0.0
Steve Carr,41.0
Mark Waters,70.0
Judd Apatow,0.0
John Madden,108.0
Scott Frank,71.0
Ivan Reitman,425.0
David Gordon Green,234.0
Andy Tennant,72.0
Kevin Costner,0.0
Joel Schumacher,541.0
,
Richard Attenborough,0.0
Wes Craven,0.0
David R. Ellis,160.0
Joel Coen,0.0
Scott Stewart,124.0
Michael Bay,0.0
Paul Weitz,80.0
Jonathan Frakes,906.0
Lawrence Kasdan,759.0
Jim Sheridan,260.0
Kevin Allen,8.0
Garry Marshall,0.0
Michael Cristofer,49.0
James McTeigue,160.0
Donald Petrie,80.0
Andrew Morahan,5.0
Bob Rafelson,30.0
Michael Cohn,2.0
Woody Allen,11000.0
David O. Russell,737.0
Alan Shapiro,0.0
Tarsem Singh,763.0
Fernando Meirelles,353.0
Mel Gibson,0.0
Chris Columbus,0.0
Barry Levinson,272.0
Clint Eastwood,16000.0
Oliver Stone,0.0
Pierre Morel,180.0
Michael Hoffman,97.0
Mick Jackson,81.0
Steven Spielberg,14000.0
Tate Taylor,150.0
Bill Condon,386.0
Raja Gosnell,67.0
Oleg Stepchenko,0.0
Ronny Yu,31.0
Michael Winterbottom,187.0
John A. Davis,8.0
Matt Reeves,198.0
Michael Pressman,34.0
Brian De Palma,0.0
Ethan Coen,1000.0
Tim Story,167.0
Sharon Maguire,11.0
Lasse Hallström,529.0
Charles Herman-Wurmfeld,0.0
Andy Fickman,99.0
Ivan Reitman,425.0
George P. Cosmatos,170.0
Andrzej Bartkowiak,43.0
Richard Donner,503.0
James Wong,70.0
Scott Hicks,96.0
Gabor Csupo,47.0
Marc Forster,395.0
Tyler Perry,0.0
Joe Carnahan,248.0
John Polson,21.0
Adam McKay,285.0
Martin Scorsese,17000.0
Harald Zwart,91.0
Kirk Jones,52.0
Brian De Palma,0.0
Steve Oedekerk,176.0
Bernardo Bertolucci,973.0
Baltasar Kormákur,175.0
Brett Ratner,420.0
Paul Thomas Anderson,0.0
Cathy Malkasian,0.0
John Eng,0.0
Malcolm D. Lee,92.0
Ken Kwapis,42.0
Chris Nahon,20.0
Fred Wolf,29.0
Bille Woodruff,23.0
Craig Gillespie,44.0
Phillip Noyce,176.0
Dennie Gordon,29.0
Victor Salva,108.0
Mark Helfrich,7.0
Andrzej Bartkowiak,43.0
Stephen Daldry,335.0
Andy Fickman,99.0
Steve Bendelack,68.0
Dwight H. Little,27.0
Guillaume Canet,0.0
Kirsten Sheridan,59.0
Shekhar Kapur,159.0
Ronny Yu,31.0
Richard Fleischer,130.0
Bob Spiers,14.0
David Gordon Green,234.0
Damien Dante Wayans,82.0
Frank Darabont,0.0
Simon Wincer,23.0
Bobby Farrelly,101.0
Rupert Wyatt,81.0
John Wells,53.0
Tim Fywell,3.0
Nigel Cole,13.0
Dexter Fletcher,452.0
Spike Lee,0.0
Jeremy Leven,19.0
,
Lasse Hallström,529.0
Sylvain White,41.0
Troy Nixey,24.0
Philip G. Atwell,5.0
Paul Thomas Anderson,0.0
Jeff Schaffer,17.0
Don Michael Paul,70.0
Paul Feig,176.0
James Bridges,21.0
Steve Barron,48.0
Bill Paxton,0.0
Richard Kelly,219.0
Carter Smith,27.0
John Schlesinger,154.0
Wes Craven,0.0
Luke Greenfield,42.0
Ringo Lam,17.0
Bruce McCulloch,54.0
Brian Helgeland,241.0
Akiva Schaffer,82.0
David R. Ellis,160.0
Alan Parker,317.0
Ivan Reitman,425.0
Tobe Hooper,365.0
,
Robert Redford,0.0
Catherine Hardwicke,308.0
Patricia Riggen,36.0
John Carpenter,0.0
Pascal Chaumeil,8.0
Gavin O'Connor,149.0
Neil Jordan,277.0
Ron Maxwell,33.0
Kimberly Peirce,108.0
Stephen Gaghan,79.0
Jonathan Kaplan,57.0
Ole Bornedal,30.0
Richard Benjamin,121.0
Rod Lurie,37.0
Lasse Hallström,529.0
Craig R. Baxley,22.0
John Hillcoat,214.0
John Guillermin,71.0
Marcos Siega,32.0
J.B. Rogers,6.0
Roger Donaldson,79.0
David R. Ellis,160.0
Rachel Talalay,54.0
Jeffrey W. Byrd,2.0
Fernando Meirelles,353.0
Uwe Boll,892.0
Roman Polanski,2000.0
Atom Egoyan,460.0
Andrew Adamson,80.0
Robert Towne,162.0
Richard Linklater,0.0
Giuseppe Tornatore,911.0
Werner Herzog,0.0
